,name,key,typee
17531,Yijia Cao,journals/ijon/TanLCLLTZ15,Article
17532,Kwang Y. Lee,journals/ijon/TanLCLLTZ15,Article
17533,Lijuan Li,journals/ijon/TanLCLLTZ15,Article
17534,Shengwei Tang,journals/ijon/TanLCLLTZ15,Article
17535,Lian Zhou,journals/ijon/TanLCLLTZ15,Article
17536,Alexandros Iosifidis,journals/ijon/Iosifidis15,Article
17537,Yi-Chung Hu,journals/ijon/Hu09b,Article
17538,Derek Beaton,journals/ijon/BeatonVM11,Article
17539,Iren Valova,journals/ijon/BeatonVM11,Article
17540,Daniel MacLean,journals/ijon/BeatonVM11,Article
17541,Rudy Setiono,journals/ijon/SetionoL97,Article
17542,Huan Liu,journals/ijon/SetionoL97,Article
17543,Yanfeng Gu,journals/ijon/GuWZH15,Article
17544,Yuting Wang,journals/ijon/GuWZH15,Article
17545,He Zheng,journals/ijon/GuWZH15,Article
17546,Yue Hu,journals/ijon/GuWZH15,Article
17547,Yingqun Xiao,journals/ijon/XiaoH11,Article
17548,Yigang He,journals/ijon/XiaoH11,Article
17549,Doris Campos,journals/ijon/CamposASRPV07,Article
17550,Carlos Aguirre,journals/ijon/CamposASRPV07,Article
17551,Eduardo Serrano,journals/ijon/CamposASRPV07,Article
17552,Francisco de Borja Rodrguez Ortiz,journals/ijon/CamposASRPV07,Article
17553,Gonzalo G. de Polavieja,journals/ijon/CamposASRPV07,Article
17554,Pablo Varona,journals/ijon/CamposASRPV07,Article
17555,Dik Kin Wong,journals/ijon/WongUGYS06,Article
17556,E. Timothy Uy,journals/ijon/WongUGYS06,Article
17557,Marcos Perreau Guimaraes,journals/ijon/WongUGYS06,Article
17558,Wayne Yang,journals/ijon/WongUGYS06,Article
17559,Patrick Suppes,journals/ijon/WongUGYS06,Article
17560,Diego Andina,journals/ijon/AndinaP13,Article
17561,Francisco Javier Ropero Pelez,journals/ijon/AndinaP13,Article
17562,Jesper Tegnr,journals/ijon/TegnerH99,Article
17563,Jeanette Hellgren Kotaleski,journals/ijon/TegnerH99,Article
17564,Magdi S. Mahmoud,journals/ijon/Mahmoud09,Article
17565,Hung-Ching Lu,journals/ijon/LuCY07,Article
17566,Jui-Chi Chang,journals/ijon/LuCY07,Article
17567,Ming-Feng Yeh,journals/ijon/LuCY07,Article
17568,Changchun Hua,journals/ijon/HuaYG13,Article
17569,Yana Yang,journals/ijon/HuaYG13,Article
17570,Xinping Guan,journals/ijon/HuaYG13,Article
17571,Jagath C. Rajapakse,journals/ijon/Rajapakse02,Article
17572,Lars Omlor,journals/ijon/OmlorG07,Article
17573,Martin A. Giese,journals/ijon/OmlorG07,Article
17574,Allan Kardec Barros,journals/ijon/Barros02,Article
17575,Marc Strickert,journals/ijon/StrickertH05,Article
17576,Barbara Hammer,journals/ijon/StrickertH05,Article
17577,Xiang-Peng Xie,journals/ijon/XieZH15,Article
17578,Zhi-Wen Zhang,journals/ijon/XieZH15,Article
17579,Song-Lin Hu,journals/ijon/XieZH15,Article
17580,Eric C. C. Tsang,journals/ijon/TsangQY07,Article
17581,S. S. Qiu,journals/ijon/TsangQY07,Article
17582,Daniel S. Yeung,journals/ijon/TsangQY07,Article
17583,Chao Gao,journals/ijon/GaoZG13,Article
17584,Dongguo Zhou,journals/ijon/GaoZG13,Article
17585,Yongcai Guo,journals/ijon/GaoZG13,Article
17586,Hongtao Xue,journals/ijon/XueW0LS13,Article
17587,Huaqing Wang,journals/ijon/XueW0LS13,Article
17588,Peng Chen 0002,journals/ijon/XueW0LS13,Article
17589,Ke Li,journals/ijon/XueW0LS13,Article
17590,Liuyang Song,journals/ijon/XueW0LS13,Article
17591,Yiu-Fai Sit,journals/ijon/SitM06,Article
17592,Risto Miikkulainen,journals/ijon/SitM06,Article
17593,Sandra M. Venske,journals/ijon/VenskeGD14,Article
17594,Richard A. Gonalves,journals/ijon/VenskeGD14,Article
17595,Myriam Regattieri Delgado,journals/ijon/VenskeGD14,Article
17596,Fei Teng,journals/ijon/TengSXZM15,Article
17597,Qiuye Sun,journals/ijon/TengSXZM15,Article
17598,Xiangpeng Xie,journals/ijon/TengSXZM15,Article
17599,Huaguang Zhang,journals/ijon/TengSXZM15,Article
17600,Dazhong Ma,journals/ijon/TengSXZM15,Article
17601,Yadong Mu,journals/ijon/Mu13,Article
17602,Zhiwei Ji,journals/ijon/JiWDY14,Article
17603,Bing Wang,journals/ijon/JiWDY14,Article
17604,Suping Deng,journals/ijon/JiWDY14,Article
17605,Zhuhong You,journals/ijon/JiWDY14,Article
17606,Pablo Gonzlez-Nalda,journals/ijon/Gonzalez-NaldaC08,Article
17607,Blanca Cases,journals/ijon/Gonzalez-NaldaC08,Article
17608,David C. Hendry,journals/ijon/Hendry04,Article
17609,Tinghua Wang,journals/ijon/WangTHD09,Article
17610,Shengfeng Tian,journals/ijon/WangTHD09,Article
17611,Houkuan Huang,journals/ijon/WangTHD09,Article
17612,Dayong Deng,journals/ijon/WangTHD09,Article
17613,Xiaoyun Chen,journals/ijon/ChenJ14,Article
17614,Cairen Jian,journals/ijon/ChenJ14,Article
17615,Iebeling Kaastra,journals/ijon/KaastraB96,Article
17616,Milton S. Boyd,journals/ijon/KaastraB96,Article
17617,Hongli Li,journals/ijon/LiJWH15,Article
17618,Yao-Lin Jiang,journals/ijon/LiJWH15,Article
17619,Zuolei Wang,journals/ijon/LiJWH15,Article
17620,Cheng Hu,journals/ijon/LiJWH15,Article
17621,Guangwei Gao,journals/ijon/GaoYQZ14,Article
17622,Jian Yang,journals/ijon/GaoYQZ14,Article
17623,Jianjun Qian,journals/ijon/GaoYQZ14,Article
17624,Lin Zhang,journals/ijon/GaoYQZ14,Article
17625,Shutao Li,journals/ijon/LiT10a,Article
17626,Mingkui Tan,journals/ijon/LiT10a,Article
17627,Silvio P. Sabatini,journals/ijon/SabatiniS04,Article
17628,Fabio Solari,journals/ijon/SabatiniS04,Article
17629,Haoming Zhong,journals/ijon/ZhongMSF14,Article
17630,Chunyan Miao,journals/ijon/ZhongMSF14,Article
17631,Zhiqi Shen,journals/ijon/ZhongMSF14,Article
17632,Yuhong Feng,journals/ijon/ZhongMSF14,Article
17633,Elliackin M. N. Figueiredo,journals/ijon/FigueiredoL14,Article
17634,Teresa Bernarda Ludermir,journals/ijon/FigueiredoL14,Article
17635,Ignazio Gallo,journals/ijon/GalloBR09,Article
17636,Elisabetta Binaghi,journals/ijon/GalloBR09,Article
17637,Mario Raspanti,journals/ijon/GalloBR09,Article
17638,Ji Hua Ang,journals/ijon/AngTM08,Article
17639,K. C. Tan,journals/ijon/AngTM08,Article
17640,Abdullah Al Mamun,journals/ijon/AngTM08,Article
17641,Vincent C. S. Lee,journals/ijon/LeeW07,Article
17642,Hsiao Tshung Wong,journals/ijon/LeeW07,Article
17643,Feng Yue,journals/ijon/YueZSLZ15,Article
17644,Guofu Zhang,journals/ijon/YueZSLZ15,Article
17645,Zhaopin Su,journals/ijon/YueZSLZ15,Article
17646,Yang Lu,journals/ijon/YueZSLZ15,Article
17647,Ting Zhang,journals/ijon/YueZSLZ15,Article
17648,Kevin L. Priddy,journals/ijon/PriddyRRTK93,Article
17649,Steven K. Rogers,journals/ijon/PriddyRRTK93,Article
17650,Dennis W. Ruck,journals/ijon/PriddyRRTK93,Article
17651,Gregory L. Tarr,journals/ijon/PriddyRRTK93,Article
17652,Matthew Kabrisky,journals/ijon/PriddyRRTK93,Article
17653,Claus C. Hilgetag,journals/ijon/HilgetagG01,Article
17654,Simon Grant II,journals/ijon/HilgetagG01,Article
17655,Dieter Merkl,journals/ijon/Merkl98,Article
17656,Andon V. Topalov,journals/ijon/TopalovOKK11,Article
17657,Yesim Oniz,journals/ijon/TopalovOKK11,Article
17658,Erdal Kayacan,journals/ijon/TopalovOKK11,Article
17659,Okyay Kaynak,journals/ijon/TopalovOKK11,Article
17660,Tiao Jun Zeng,journals/ijon/ZengF14,Article
17661,Quan Yuan Feng,journals/ijon/ZengF14,Article
17662,Dapeng Tao,journals/ijon/TaoJ12,Article
17663,Lianwen Jin,journals/ijon/TaoJ12,Article
17664,Brian J. Fischer,journals/ijon/FischerW03,Article
17665,M. Brandon Westover,journals/ijon/FischerW03,Article
17666,Kuan Li,journals/ijon/LiKLWY14,Article
17667,Xiangfei Kong,journals/ijon/LiKLWY14,Article
17668,Zhi Lu,journals/ijon/LiKLWY14,Article
17669,Liu Wenyin,journals/ijon/LiKLWY14,Article
17670,Jianping Yin,journals/ijon/LiKLWY14,Article
17671,Minh Ha Nguyen,journals/ijon/NguyenAM06,Article
17672,Hussein A. Abbass,journals/ijon/NguyenAM06,Article
17673,Robert I. McKay,journals/ijon/NguyenAM06,Article
17674,Jian Pan,journals/ijon/PanYCM16,Article
17675,Xinhua Yang,journals/ijon/PanYCM16,Article
17676,Huafeng Cai,journals/ijon/PanYCM16,Article
17677,Bingxian Mu,journals/ijon/PanYCM16,Article
17678,Brent A. Field,journals/ijon/FieldPM99,Article
17679,Alexander R. Pico,journals/ijon/FieldPM99,Article
17680,Richard T. Marrocco,journals/ijon/FieldPM99,Article
17681,Minho Bae,journals/ijon/BaeKO14,Article
17682,Sanggil Kang,journals/ijon/BaeKO14,Article
17683,Sangyoon Oh,journals/ijon/BaeKO14,Article
17684,Jianfang Dou,journals/ijon/DouLQT15,Article
17685,Jianxun Li,journals/ijon/DouLQT15,Article
17686,Qin Qin,journals/ijon/DouLQT15,Article
17687,Zimei Tu,journals/ijon/DouLQT15,Article
17688,Badong Chen,journals/ijon/ChenHLS08,Article
17689,Jinchun Hu,journals/ijon/ChenHLS08,Article
17690,Hongbo Li,journals/ijon/ChenHLS08,Article
17691,Zengqi Sun,journals/ijon/ChenHLS08,Article
17692,Di-Rong Chen,journals/ijon/ChenL12,Article
17693,Han Li,journals/ijon/ChenL12,Article
17694,Paul D. O'Grady,journals/ijon/OGradyP08,Article
17695,Barak A. Pearlmutter,journals/ijon/OGradyP08,Article
17696,Yan Zhou,journals/ijon/ZhouSCCLTC15,Article
17697,Weiren Shi,journals/ijon/ZhouSCCLTC15,Article
17698,Wei Chen,journals/ijon/ZhouSCCLTC15,Article
17699,Yong-Lin Chen,journals/ijon/ZhouSCCLTC15,Article
17700,Ying Li,journals/ijon/ZhouSCCLTC15,Article
17701,Li-Wen Tan,journals/ijon/ZhouSCCLTC15,Article
17702,Dai-Qiang Chen,journals/ijon/ZhouSCCLTC15,Article
17703,Lijuan Cao,journals/ijon/Cao03,Article
17704,Xiaofeng Chen 0009,journals/ijon/0009S13,Article
17705,Qiankun Song,journals/ijon/0009S13,Article
17706,Marc Strickert,journals/ijon/StrickertSSWVH06,Article
17707,Udo Seiffert,journals/ijon/StrickertSSWVH06,Article
17708,Nese Sreenivasulu,journals/ijon/StrickertSSWVH06,Article
17709,Winfriede Weschke,journals/ijon/StrickertSSWVH06,Article
17710,Thomas Villmann,journals/ijon/StrickertSSWVH06,Article
17711,Barbara Hammer,journals/ijon/StrickertSSWVH06,Article
17712,Kazushi Ikeda,journals/ijon/IkedaY07,Article
17713,Takemasa Yamasaki,journals/ijon/IkedaY07,Article
17714,Qi Wang,journals/ijon/WangFY15,Article
17715,Jianwu Fang,journals/ijon/WangFY15,Article
17716,Yuan Yuan,journals/ijon/WangFY15,Article
17717,Zhong Ji,journals/ijon/JiWSSX13,Article
17718,Jing Wang,journals/ijon/JiWSSX13,Article
17719,Yuting Su,journals/ijon/JiWSSX13,Article
17720,Zhanjie Song,journals/ijon/JiWSSX13,Article
17721,Shikai Xing,journals/ijon/JiWSSX13,Article
17722,Martin Stetter,journals/ijon/StetterL04,Article
17723,Elmar Wolfgang Lang,journals/ijon/StetterL04,Article
17724,Ana Carolina Lorena,journals/ijon/LorenaC08,Article
17725,Andr Carlos Ponce Leon Ferreira de Carvalho,journals/ijon/LorenaC08,Article
17726,F. Xabier Albizuri,journals/ijon/AlbizuriGGd00,Article
17727,Ana Isabel Gonzlez,journals/ijon/AlbizuriGGd00,Article
17728,Manuel Graa,journals/ijon/AlbizuriGGd00,Article
17729,Alicia D'Anjou,journals/ijon/AlbizuriGGd00,Article
17730,Fa Zhu,journals/ijon/ZhuYYXL14,Article
17731,Ning Ye,journals/ijon/ZhuYYXL14,Article
17732,Wei Yu,journals/ijon/ZhuYYXL14,Article
17733,Sheng Xu,journals/ijon/ZhuYYXL14,Article
17734,Guobao Li,journals/ijon/ZhuYYXL14,Article
17735,Irene Elices,journals/ijon/ElicesV15,Article
17736,Pablo Varona,journals/ijon/ElicesV15,Article
17737,Ming-Bin Li,journals/ijon/LiHSS05,Article
17738,Guang-Bin Huang,journals/ijon/LiHSS05,Article
17739,Paramasivan Saratchandran,journals/ijon/LiHSS05,Article
17740,Narasimhan Sundararajan,journals/ijon/LiHSS05,Article
17741,Hao Fu,journals/ijon/FuQ13,Article
17742,Guoping Qiu,journals/ijon/FuQ13,Article
17743,Junge Shen,journals/ijon/ShenDG16,Article
17744,Cheng Deng,journals/ijon/ShenDG16,Article
17745,Xinbo Gao,journals/ijon/ShenDG16,Article
17746,Zhong-Qiu Zhao,journals/ijon/ZhaoMCWTC15,Article
17747,Lin-Hai Ma,journals/ijon/ZhaoMCWTC15,Article
17748,Yiu-ming Cheung,journals/ijon/ZhaoMCWTC15,Article
17749,Xindong Wu,journals/ijon/ZhaoMCWTC15,Article
17750,Yuan Yan Tang,journals/ijon/ZhaoMCWTC15,Article
17751,Chun Lung Philip Chen,journals/ijon/ZhaoMCWTC15,Article
17752,Jorge Garca-Gutirrez,journals/ijon/Garcia-Gutierrez15,Article
17753,Daniel Mateos-Garca,journals/ijon/Garcia-Gutierrez15,Article
17754,Mariano Garcia,journals/ijon/Garcia-Gutierrez15,Article
17755,Jos Cristbal Riquelme Santos,journals/ijon/Garcia-Gutierrez15,Article
17756,Martin T. Huber,journals/ijon/HuberKBPNM00,Article
17757,Jurgen-Christian Krieg,journals/ijon/HuberKBPNM00,Article
17758,Hans A. Braun,journals/ijon/HuberKBPNM00,Article
17759,Xing Pei,journals/ijon/HuberKBPNM00,Article
17760,Alexander Neiman,journals/ijon/HuberKBPNM00,Article
17761,Frank Moss,journals/ijon/HuberKBPNM00,Article
17762,Jens R. Otterpohl,journals/ijon/OtterpohlEP01,Article
17763,Frank Emmert-Streib,journals/ijon/OtterpohlEP01,Article
17764,Klaus Pawelzik,journals/ijon/OtterpohlEP01,Article
17765,Jeremy B. Caplan,journals/ijon/Caplan04,Article
17766,Sebastian Bader,journals/ijon/BaderHH08,Article
17767,Pascal Hitzler,journals/ijon/BaderHH08,Article
17768,Steffen Hlldobler,journals/ijon/BaderHH08,Article
17769,Yang Mu,journals/ijon/MuT10,Article
17770,Dacheng Tao,journals/ijon/MuT10,Article
17771,Davis Barch,journals/ijon/BarchG02,Article
17772,Donald A. Glaser,journals/ijon/BarchG02,Article
17773,Hong Li,journals/ijon/LiLWTW14,Article
17774,Hongfeng Li,journals/ijon/LiLWTW14,Article
17775,Yantao Wei,journals/ijon/LiLWTW14,Article
17776,Yuan Yan Tang,journals/ijon/LiLWTW14,Article
17777,Qiong Wang,journals/ijon/LiLWTW14,Article
17778,Jian Shi,journals/ijon/ShiLS06,Article
17779,Xinggao Liu,journals/ijon/ShiLS06,Article
17780,Youxian Sun,journals/ijon/ShiLS06,Article
17781,Vernica Boln-Canedo,journals/ijon/Bolon-CanedoSA14,Article
17782,Noelia Snchez-Maroo,journals/ijon/Bolon-CanedoSA14,Article
17783,Amparo Alonso-Betanzos,journals/ijon/Bolon-CanedoSA14,Article
17784,Chengjun Liu,journals/ijon/Liu13,Article
17785,Tatiana Gossen,journals/ijon/GossenKN14,Article
17786,Michael Kotzyba,journals/ijon/GossenKN14,Article
17787,Andreas Nurnberger,journals/ijon/GossenKN14,Article
17788,Masaki Nomura,journals/ijon/NomuraAF04,Article
17789,Toshio Aoyagi,journals/ijon/NomuraAF04,Article
17790,Tomoki Fukai,journals/ijon/NomuraAF04,Article
17791,Weiping Ni,journals/ijon/NiGW16,Article
17792,Xinbo Gao,journals/ijon/NiGW16,Article
17793,Ying Wang,journals/ijon/NiGW16,Article
17794,Mingli Song,journals/ijon/SongP11,Article
17795,Witold Pedrycz,journals/ijon/SongP11,Article
17796,Roman Gorbunov,journals/ijon/GorbunovBR13,Article
17797,Emilia I. Barakova,journals/ijon/GorbunovBR13,Article
17798,Matthias Rauterberg,journals/ijon/GorbunovBR13,Article
17799,Jia-Bao Wen,journals/ijon/WenXW13,Article
17800,Yue-Shan Xiong,journals/ijon/WenXW13,Article
17801,Shu-Lin Wang,journals/ijon/WenXW13,Article
17802,Fons van der Sommen,journals/ijon/SommenZSW14,Article
17803,Svitlana Zinger,journals/ijon/SommenZSW14,Article
17804,Erik J. Schoon,journals/ijon/SommenZSW14,Article
17805,Peter H. N. de With,journals/ijon/SommenZSW14,Article
17806,Chia-Feng Juang,journals/ijon/JuangC07,Article
17807,I-Fang Chung,journals/ijon/JuangC07,Article
17808,Javier Ropero Pelez,journals/ijon/PelaezA13,Article
17809,Diego Andina,journals/ijon/PelaezA13,Article
17810,Guodong Shi,journals/ijon/ShiM12,Article
17811,Qian Ma,journals/ijon/ShiM12,Article
17812,Chaoshun Li,journals/ijon/LiZKX12,Article
17813,Jianzhong Zhou,journals/ijon/LiZKX12,Article
17814,Pangao Kou,journals/ijon/LiZKX12,Article
17815,Jian Xiao,journals/ijon/LiZKX12,Article
17816,Tomasz Hachaj,journals/ijon/HachajO13,Article
17817,Marek R. Ogiela,journals/ijon/HachajO13,Article
17818,Jizheng Yi,journals/ijon/YiMCR16,Article
17819,Xia Mao,journals/ijon/YiMCR16,Article
17820,Lijiang Chen,journals/ijon/YiMCR16,Article
17821,Alberto Rovetta,journals/ijon/YiMCR16,Article
17822,Francesco Palmieri,journals/ijon/PalmieriBCM98,Article
17823,Alessandra Budillon,journals/ijon/PalmieriBCM98,Article
17824,Michele Calabrese,journals/ijon/PalmieriBCM98,Article
17825,Davide Mattera,journals/ijon/PalmieriBCM98,Article
17826,Fei Tang,journals/ijon/TangCTHLK15,Article
17827,Sanfeng Chen,journals/ijon/TangCTHLK15,Article
17828,Xu Tan,journals/ijon/TangCTHLK15,Article
17829,Tao Hu,journals/ijon/TangCTHLK15,Article
17830,Guangming Lin,journals/ijon/TangCTHLK15,Article
17831,Zuo Kang,journals/ijon/TangCTHLK15,Article
17832,Hongwei Mo,journals/ijon/MoX15,Article
17833,Lifang Xu,journals/ijon/MoX15,Article
17834,Jian-Bo Lei,journals/ijon/LeiYS13,Article
17835,Jiang-Bo Yin,journals/ijon/LeiYS13,Article
17836,Hong-Bin Shen,journals/ijon/LeiYS13,Article
17837,Corrado Loglisci,journals/ijon/LoglisciCM15,Article
17838,Michelangelo Ceci,journals/ijon/LoglisciCM15,Article
17839,Donato Malerba,journals/ijon/LoglisciCM15,Article
17840,Yuqiao Gu,journals/ijon/GuWLRL05,Article
17841,Bjrn Wahlund,journals/ijon/GuWLRL05,Article
17842,Hans Liljenstrm,journals/ijon/GuWLRL05,Article
17843,Dietrich von Rosen,journals/ijon/GuWLRL05,Article
17844,Hualou Liang,journals/ijon/GuWLRL05,Article
17845,Jigui Jian,journals/ijon/JianW15,Article
17846,Baoxian Wang,journals/ijon/JianW15,Article
17847,Vanya Van Belle,journals/ijon/BelleNHHSB13,Article
17848,Patrick Neven,journals/ijon/BelleNHHSB13,Article
17849,Vernon Harvey,journals/ijon/BelleNHHSB13,Article
17850,Sabine Van Huffel,journals/ijon/BelleNHHSB13,Article
17851,Johan A. K. Suykens,journals/ijon/BelleNHHSB13,Article
17852,Stephen Boyd,journals/ijon/BelleNHHSB13,Article
17853,Lin Zhu,journals/ijon/ZhuH13,Article
17854,De-Shuang Huang,journals/ijon/ZhuH13,Article
17855,Michael G. Paulin,journals/ijon/PaulinH01,Article
17856,Larry F. Hoffman,journals/ijon/PaulinH01,Article
17857,Tommy W. S. Chow,journals/ijon/ChowW04,Article
17858,Sitao Wu,journals/ijon/ChowW04,Article
17859,Yinyan Jiang,journals/ijon/JiangWZLL15,Article
17860,Biao Wang,journals/ijon/JiangWZLL15,Article
17861,Yicong Zhou,journals/ijon/JiangWZLL15,Article
17862,Weifeng Li,journals/ijon/JiangWZLL15,Article
17863,Qingmin Liao,journals/ijon/JiangWZLL15,Article
17864,Wen Lu,journals/ijon/LuZTYG10,Article
17865,Kai Zeng,journals/ijon/LuZTYG10,Article
17866,Dacheng Tao,journals/ijon/LuZTYG10,Article
17867,Yuan Yuan,journals/ijon/LuZTYG10,Article
17868,Xinbo Gao,journals/ijon/LuZTYG10,Article
17869,Mauro Tucci,journals/ijon/TucciR11,Article
17870,Marco Raugi,journals/ijon/TucciR11,Article
17871,Guofu Zhai,journals/ijon/ZhaiCWLZ15,Article
17872,Jinbao Chen,journals/ijon/ZhaiCWLZ15,Article
17873,Shujuan Wang,journals/ijon/ZhaiCWLZ15,Article
17874,Kang Li,journals/ijon/ZhaiCWLZ15,Article
17875,Long Zhang,journals/ijon/ZhaiCWLZ15,Article
17876,John Sum,journals/ijon/SumH06,Article
17877,Kevin Ho,journals/ijon/SumH06,Article
17878,Fuming Sun,journals/ijon/SunLH14,Article
17879,Haojie Li,journals/ijon/SunLH14,Article
17880,Shijie Hao,journals/ijon/SunLH14,Article
17881,Cesar Sann,journals/ijon/SaninTZSSCWM12,Article
17882,Carlos Toro,journals/ijon/SaninTZSSCWM12,Article
17883,Haoxi Zhang,journals/ijon/SaninTZSSCWM12,Article
17884,Eider Sanchez,journals/ijon/SaninTZSSCWM12,Article
17885,Edward Szczerbicki,journals/ijon/SaninTZSSCWM12,Article
17886,Eduardo Carrasco,journals/ijon/SaninTZSSCWM12,Article
17887,Peng Wang,journals/ijon/SaninTZSSCWM12,Article
17888,Leonardo Mancilla-Amaya,journals/ijon/SaninTZSSCWM12,Article
17889,Dan Jiang,journals/ijon/JiangGW13,Article
17890,Jichang Guo,journals/ijon/JiangGW13,Article
17891,Xiaojia Wu,journals/ijon/JiangGW13,Article
17892,Chenggong Zhang,journals/ijon/ZhangY09,Article
17893,Zhang Yi,journals/ijon/ZhangY09,Article
17894,Guoguang Wen,journals/ijon/WenYPW16,Article
17895,Yongguang Yu,journals/ijon/WenYPW16,Article
17896,Zhaoxia Peng,journals/ijon/WenYPW16,Article
17897,Hu Wang,journals/ijon/WenYPW16,Article
17898,Mark C. W. van Rossum,journals/ijon/RossumT01,Article
17899,Gina G. Turrigiano,journals/ijon/RossumT01,Article
17900,Yu Zhou,journals/ijon/ZhouY0XWCL15,Article
17901,Xiaokang Yang,journals/ijon/ZhouY0XWCL15,Article
17902,Yongzheng Zhang 0002,journals/ijon/ZhouY0XWCL15,Article
17903,Xiang Xu,journals/ijon/ZhouY0XWCL15,Article
17904,Yipeng Wang,journals/ijon/ZhouY0XWCL15,Article
17905,Xiujuan Chai,journals/ijon/ZhouY0XWCL15,Article
17906,Weiyao Lin,journals/ijon/ZhouY0XWCL15,Article
17907,Loris Nanni,journals/ijon/Nanni06e,Article
17908,Juan Zhou,journals/ijon/ZhouR08,Article
17909,Jagath C. Rajapakse,journals/ijon/ZhouR08,Article
17910,Gauthier Doquire,journals/ijon/DoquireV12,Article
17911,Michel Verleysen,journals/ijon/DoquireV12,Article
17912,Yibin Yu,journals/ijon/YuPG16,Article
17913,Nian Peng,journals/ijon/YuPG16,Article
17914,JunYing Gan,journals/ijon/YuPG16,Article
17915,P. Thangavel,journals/ijon/ThangavelK03,Article
17916,T. Kathirvalavakumar,journals/ijon/ThangavelK03,Article
17917,Jiuwen Cao,journals/ijon/CaoLH10,Article
17918,Zhiping Lin,journals/ijon/CaoLH10,Article
17919,Guang-Bin Huang,journals/ijon/CaoLH10,Article
17920,Duan Li 0001,journals/ijon/LiLCL11,Article
17921,Xiaoli Li,journals/ijon/LiLCL11,Article
17922,Dong Cui,journals/ijon/LiLCL11,Article
17923,Zhaohui Li,journals/ijon/LiLCL11,Article
17924,R. Rakkiyappan,journals/ijon/RakkiyappanS15,Article
17925,Natarajan Sakthivel,journals/ijon/RakkiyappanS15,Article
17926,Defeng Wang,journals/ijon/WangS08,Article
17927,Lin Shi,journals/ijon/WangS08,Article
17928,Miaohui Zhang,journals/ijon/ZhangXY13,Article
17929,Ming Xin,journals/ijon/ZhangXY13,Article
17930,Jie Yang,journals/ijon/ZhangXY13,Article
17931,Zhunga Liu,journals/ijon/LiuPD14,Article
17932,Quan Pan,journals/ijon/LiuPD14,Article
17933,Jean Dezert,journals/ijon/LiuPD14,Article
17934,Zhiji Yang,journals/ijon/YangX16a,Article
17935,Yitian Xu,journals/ijon/YangX16a,Article
17936,Ammar Mohemmed,journals/ijon/MohemmedSMK13,Article
17937,Stefan Schliebs,journals/ijon/MohemmedSMK13,Article
17938,Satoshi Matsuda,journals/ijon/MohemmedSMK13,Article
17939,Nikola Kasabov,journals/ijon/MohemmedSMK13,Article
